Round ID,Bet Amount,Total Win/Loss,Valid Bet Amt,Login Name
ugs-2212908578,1,-1,0,sss_yxl1118
ugs-2212908575,5,-5,0,sss_yujingtao007
ugs-2212908535,1,0.4,0,sss_wwm168
ugs-2212908491,1,-1,0,sss_yxl1118
ugs-2212908497,10,-10,0,sss_a02422
ugs-2212908455,5,-5,0,sss_yujingtao007
ugs-2212908381,1,36.5,0,sss_1041667203
ugs-2212908358,1,-1,0,sss_yxl1118
ugs-2212908349,10,-10,0,sss_a02422
ugs-2212908334,1,-0.3,0,sss_wwm168
ugs-2212908357,5,-5,0,sss_yujingtao007
ugs-2212908256,5,-5,0,sss_yujingtao007
ugs-2212908194,1,3,0,sss_yxl1118
ugs-2212908175,1,-0.4,0,sss_1041667203
ugs-2212908196,10,-10,0,sss_a02422
ugs-2212908190,1,-1,0,sss_wwm168
ugs-2212908135,5,-5,0,sss_yujingtao007
ugs-2212908153,20,-20,0,sss_liran766
ugs-2212908002,20,-20,0,sss_liran766
ugs-2212907941,1,-0.4,0,sss_wwm168
ugs-2212907938,10,-10,0,sss_a02422
ugs-2212907925,1,-1,0,sss_1041667203
ugs-2212907847,20,-20,0,sss_liran766
ugs-2212907831,1,11,0,sss_yxl1118
ugs-2212907745,1,-1,0,sss_yxl1118
ugs-2212907701,1,-1,0,sss_wwm168
ugs-2212907734,10,-10,0,sss_a02422
ugs-2212907693,1,-1,0,sss_1041667203
ugs-2212907618,1,-1,0,sss_yxl1118
ugs-2212907557,10,-10,0,sss_a02422
ugs-2212907513,1,-1,0,sss_1041667203
ugs-2212907506,1,1,0,sss_yxl1118
ugs-2212907495,1,-1,0,sss_wwm168
ugs-2212907409,1,-1,0,sss_yxl1118
ugs-2212907440,20,-20,0,sss_liran766
ugs-2212907372,1,-1,0,sss_550387170
ugs-2212907322,1,-1,0,sss_yxl1118
ugs-2212907342,1,-1,0,sss_wwm168
ugs-2212907289,1,-1,0,sss_1041667203
ugs-2212907233,1,-1,0,sss_yxl1118
ugs-2212907256,10,-10,0,sss_a02422
ugs-2212907148,1,-1,0,sss_yxl1118
ugs-2212907126,10,-10,0,sss_a02422
ugs-2212907154,1,-1,0,sss_550387170
ugs-2212907163,1,-1,0,sss_wwm168
ugs-2212907057,1,-1,0,sss_yxl1118
ugs-2212907042,5,95,0,sss_yujingtao007
ugs-2212906995,10,-10,0,sss_a02422
ugs-2212906948,1,-1,0,sss_yxl1118
ugs-2212906924,1,-1,0,sss_550387170
ugs-2212906846,1,-1,0,sss_yxl1118
ugs-2212906852,10,-10,0,sss_a02422
ugs-2212906858,1,0.8,0,sss_wwm168
ugs-2212906849,5,-5,0,sss_yujingtao007
ugs-2212906747,1,-1,0,sss_yxl1118
ugs-2212906722,10,-10,0,sss_a02422
ugs-2212906729,1,-1,0,sss_wwm168
ugs-2212906680,5,-5,0,sss_yujingtao007
ugs-2212906633,1,-1,0,sss_550387170
ugs-2212906650,20,28,0,sss_liran766
ugs-2212906624,50,950,0,sss_syth2014
ugs-2212906605,1,-1,0,sss_yxl1118
ugs-2212906577,1,-1,0,sss_wwm168
ugs-2212906544,5,-5,0,sss_yujingtao007
ugs-2212906534,10,-10,0,sss_a02422
ugs-2212906497,1,1,0,sss_yxl1118
ugs-2212906432,50,-50,0,sss_syth2014
ugs-2212906423,5,-5,0,sss_yujingtao007
ugs-2212906406,20,-20,0,sss_liran766
ugs-2212906393,10,-10,0,sss_a02422
ugs-2212906412,1,-1,0,sss_550387170
ugs-2212906378,1,-1,0,sss_wwm168
ugs-2212906364,1,-1,0,sss_yxl1118
ugs-2212906250,10,-10,0,sss_a02422
ugs-2212906251,20,-20,0,sss_liran766
ugs-2212906242,50,-50,0,sss_syth2014
ugs-2212906244,1,-1,0,sss_yxl1118
ugs-2212906158,1,-1,0,sss_yxl1118
ugs-2212906122,1,1.1,0,sss_wwm168
ugs-2212906065,1,-1,0,sss_yxl1118
ugs-2212906078,20,-20,0,sss_liran766
ugs-2212906083,50,-50,0,sss_syth2014
ugs-2212906094,10,-10,0,sss_a02422
ugs-2212905992,1,-1,0,sss_yxl1118
ugs-2212905996,1,-1,0,sss_wwm168
ugs-2212905979,5,5,0,sss_yujingtao007
ugs-2212905933,50,-50,0,sss_syth2014
ugs-2212905893,1,-1,0,sss_yxl1118
ugs-2212905857,1,-1,0,sss_wwm168
ugs-2212905827,20,-20,0,sss_liran766
ugs-2212905791,1,-1,0,sss_yxl1118
ugs-2212905775,50,-50,0,sss_syth2014
ugs-2212905808,5,-5,0,sss_yujingtao007
ugs-2212905698,5,-5,0,sss_yujingtao007
ugs-2212905715,1,-1,0,sss_wwm168
ugs-2212905674,1,-1,0,sss_yxl1118
ugs-2212905668,20,-20,0,sss_liran766
ugs-2212905597,5,-5,0,sss_yujingtao007
ugs-2212905576,1,-1,0,sss_wwm168
ugs-2212905528,1,-1,0,sss_550387170
ugs-2212905524,50,-50,0,sss_syth2014
ugs-2212905471,5,-5,0,sss_yujingtao007
ugs-2212905456,1,-1,0,sss_wwm168
ugs-2212905398,20,-20,0,sss_liran766
ugs-2212905330,1,1,0,sss_yxl1118
ugs-2212905340,50,-50,0,sss_syth2014
ugs-2212905363,5,-5,0,sss_yujingtao007
ugs-2212905322,1,-1,0,sss_wwm168
ugs-2212905251,1,-1,0,sss_zjm326088
ugs-2212905255,5,-5,0,sss_yujingtao007
ugs-2212905206,1,-1,0,sss_yxl1118
ugs-2212905193,1,-1,0,sss_wwm168
ugs-2212905163,1,-1,0,sss_zjm326088
ugs-2212905182,20,-20,0,sss_liran766
ugs-2212905152,5,-5,0,sss_yujingtao007
ugs-2212905065,1,-1,0,sss_zjm326088
ugs-2212905054,5,-5,0,sss_yujingtao007
ugs-2212905086,1,-1,0,sss_yxl1118
ugs-2212905025,1,-1,0,sss_wwm168
ugs-2212905030,20,-20,0,sss_liran766
ugs-2212905000,50,150,0,sss_syth2014
ugs-2212904970,1,-1,0,sss_zjm326088
ugs-2212904981,1,-1,0,sss_yxl1118
ugs-2212904885,1,-1,0,sss_zjm326088
ugs-2212904871,20,-20,0,sss_liran766
ugs-2212904883,1,-1,0,sss_wwm168
ugs-2212904902,1,-1,0,sss_yxl1118
ugs-2212904816,1,-1,0,sss_yxl1118
ugs-2212904813,50,-50,0,sss_syth2014
ugs-2212904790,1,-1,0,sss_zjm326088
ugs-2212904788,1,-1,0,sss_550387170
ugs-2212904743,1,-1,0,sss_wwm168
ugs-2212904703,1,-1,0,sss_zjm326088
ugs-2212904662,20,-20,0,sss_liran766
ugs-2212904673,50,-50,0,sss_syth2014
ugs-2212904688,1,-1,0,sss_yxl1118
ugs-2212904592,1,-1,0,sss_yxl1118
ugs-2212904509,1,-1,0,sss_550387170
ugs-2212904528,50,-50,0,sss_syth2014
ugs-2212904482,1,-1,0,sss_yxl1118
ugs-2212904466,20,-20,0,sss_rzz8888
ugs-2212904478,1,2.4,0,sss_wwm168
ugs-2212904365,1,-1,0,sss_yxl1118
ugs-2212904319,1,4,0,sss_zjm326088
ugs-2212904305,20,-20,0,sss_rzz8888
ugs-2212904339,1,-1,0,sss_wwm168
ugs-2212904275,1,-1,0,sss_550387170
ugs-2212904235,1,-1,0,sss_zjm326088
ugs-2212904219,1,-1,0,sss_wwm168
ugs-2212904242,1,-1,0,sss_yxl1118
ugs-2212904151,20,100,0,sss_liran766
ugs-2212904133,1,-1,0,sss_yxl1118
ugs-2212904064,1,-1,0,sss_yxl1118
ugs-2212904015,5,-5,0,sss_yujingtao007
ugs-2212904008,20,-20,0,sss_liran766
ugs-2212903985,1,-1,0,sss_yxl1118
ugs-2212903924,5,-5,0,sss_yujingtao007
ugs-2212903945,1,-1,0,sss_wwm168
ugs-2212903899,1,-1,0,sss_yxl1118
ugs-2212903828,1,-1,0,sss_yxl1118
ugs-2212903831,5,-5,0,sss_yujingtao007
ugs-2212903819,1,-1,0,sss_wwm168
ugs-2212903816,20,-20,0,sss_liran766
ugs-2212903774,50,1075,0,sss_syth2014
ugs-2212903731,1,-1,0,sss_yxl1118
ugs-2212903720,5,-5,0,sss_yujingtao007
ugs-2212903684,1,-1,0,sss_wwm168
ugs-2212903655,1,-1,0,sss_yxl1118
ugs-2212903652,20,-20,0,sss_liran766
ugs-2212903669,1,-0.8,0,sss_550387170
ugs-2212903616,5,-5,0,sss_yujingtao007
ugs-2212903535,1,-1,0,sss_yxl1118
ugs-2212903512,20,-20,0,sss_liran766
ugs-2212903520,20,-20,0,sss_syth2014
ugs-2212903515,5,-5,0,sss_yujingtao007
ugs-2212903410,5,-5,0,sss_yujingtao007
ugs-2212903421,1,-1,0,sss_550387170
ugs-2212903420,1,-0.6,0,sss_wwm168
ugs-2212903383,1,1,0,sss_yxl1118
ugs-2212903398,20,-20,0,sss_syth2014
ugs-2212903322,5,-5,0,sss_yujingtao007
ugs-2212903299,1,-1,0,sss_wwm168
ugs-2212903250,1,-1,0,sss_550387170
ugs-2212903273,20,-20,0,sss_syth2014
ugs-2212903222,5,-5,0,sss_yujingtao007
ugs-2212903183,1,-1,0,sss_wwm168
ugs-2212903163,20,-20,0,sss_liran766
ugs-2212903128,5,-5,0,sss_yujingtao007
ugs-2212903108,20,-20,0,sss_syth2014
ugs-2212903099,1,9,0,sss_yxl1118
ugs-2212903037,5,-5,0,sss_yujingtao007
ugs-2212903040,1,-1,0,sss_550387170
ugs-2212903048,1,-1,0,sss_wwm168
ugs-2212902996,20,-20,0,sss_liran766
ugs-2212902958,1,-1,0,sss_yxl1118
ugs-2212902942,5,-5,0,sss_yujingtao007
ugs-2212902858,5,-5,0,sss_yujingtao007
ugs-2212902851,1,-0.7,0,sss_wwm168
ugs-2212902749,5,-5,0,sss_yujingtao007
ugs-2212902717,1,-1,0,sss_wwm168
ugs-2212902726,20,-8,0,sss_liran766
ugs-2212902711,1,-1,0,sss_550387170
ugs-2212902691,20,-20,0,sss_syth2014
ugs-2212902648,5,-5,0,sss_yujingtao007
ugs-2212902576,1,-1,0,sss_wwm168
ugs-2212902583,20,-20,0,sss_rzz8888
ugs-2212902504,5,-5,0,sss_yujingtao007
ugs-2212902478,20,-20,0,sss_liran766
ugs-2212902512,20,-20,0,sss_syth2014
ugs-2212902516,1,-1,0,sss_550387170
ugs-2212902441,1,-1,0,sss_wwm168
ugs-2212902367,5,-5,0,sss_yujingtao007
ugs-2212902342,20,-20,0,sss_rzz8888
ugs-2212902355,20,-20,0,sss_syth2014
ugs-2212902295,1,-1,0,sss_550387170
ugs-2212902267,5,-5,0,sss_yujingtao007
ugs-2212902171,5,-5,0,sss_yujingtao007
ugs-2212902167,20,-4,0,sss_liran766
ugs-2212902189,20,-20,0,sss_syth2014
ugs-2212902129,1,2.9,0,sss_wwm168
ugs-2212902082,5,-5,0,sss_yujingtao007
ugs-2212902095,20,-20,0,sss_rzz8888
ugs-2212902056,20,-20,0,sss_syth2014
ugs-2212902028,20,-20,0,sss_liran766
ugs-2212901983,5,-5,0,sss_yujingtao007
ugs-2212902009,1,-1,0,sss_wwm168
ugs-2212901987,1,-1,0,sss_550387170
ugs-2212901939,20,-20,0,sss_syth2014
ugs-2212901944,20,-20,0,sss_rzz8888
ugs-2212901890,5,-5,0,sss_yujingtao007
ugs-2212901889,20,-20,0,sss_liran766
ugs-2212901882,1,-1,0,sss_wwm168
ugs-2212901801,1,-1,0,sss_550387170
ugs-2212901782,20,-20,0,sss_syth2014
ugs-2212901753,1,-1,0,sss_wwm168
ugs-2212901630,1,-1,0,sss_wwm168
ugs-2212901641,20,-20,0,sss_syth2014
ugs-2212901548,20,-20,0,sss_rzz8888
ugs-2212901479,5,35,0,sss_yujingtao007
ugs-2212901491,20,-20,0,sss_syth2014
ugs-2212901391,5,-5,0,sss_yujingtao007
ugs-2212901420,20,-20,0,sss_liran766
ugs-2212901354,20,-20,0,sss_syth2014
ugs-2212901327,1,-1,0,sss_wwm168
ugs-2212901263,5,-5,0,sss_yujingtao007
ugs-2212901248,20,-20,0,sss_syth2014
ugs-2212901180,5,-5,0,sss_yujingtao007
ugs-2212901208,1,-1,0,sss_wwm168
ugs-2212901142,20,-20,0,sss_syth2014
ugs-2212901100,5,-5,0,sss_yujingtao007
ugs-2212901109,20,-4,0,sss_liran766
ugs-2212901118,20,-20,0,sss_rzz8888
ugs-2212901010,1,-0.1,0,sss_wwm168
ugs-2212900999,5,-5,0,sss_yujingtao007
ugs-2212900976,20,-20,0,sss_rzz8888
ugs-2212900966,20,-20,0,sss_liran766
ugs-2212900912,5,-5,0,sss_yujingtao007
ugs-2212900889,1,-1,0,sss_wwm168
ugs-2212900850,20,-20,0,sss_rzz8888
ugs-2212900805,5,-5,0,sss_yujingtao007
ugs-2212900836,10,-10,0,sss_a02422
ugs-2212900764,1,-1,0,sss_wwm168
ugs-2212900769,1,-0.2,0,sss_550387170
ugs-2212900714,5,-5,0,sss_yujingtao007
ugs-2212900682,10,-8,0,sss_a02422
ugs-2212900677,20,580,0,sss_syth2014
ugs-2212900645,1,-1,0,sss_wwm168
ugs-2212900624,5,-5,0,sss_yujingtao007
ugs-2212900612,20,16,0,sss_rzz8888
ugs-2212900574,10,-10,0,sss_a02422
ugs-2212900568,1,-1,0,sss_550387170
ugs-2212900501,20,-20,0,sss_syth2014
ugs-2212900477,1,-1,0,sss_wwm168
ugs-2212900491,20,-20,0,sss_rzz8888
ugs-2212900417,10,1,0,sss_a02422
ugs-2212900392,1,-1,0,sss_550387170
ugs-2212900351,20,-20,0,sss_syth2014
ugs-2212900318,1,-1,0,sss_wwm168
ugs-2212900315,20,-20,0,sss_rzz8888
ugs-2212900272,10,-10,0,sss_a02422
ugs-2212900231,5,25,0,sss_yujingtao007
ugs-2212900225,20,-20,0,sss_syth2014
ugs-2212900206,1,-1,0,sss_550387170
ugs-2212900202,1,-1,0,sss_wwm168
ugs-2212900171,20,-20,0,sss_rzz8888
ugs-2212900126,5,-5,0,sss_yujingtao007
ugs-2212900133,10,-4,0,sss_a02422
ugs-2212900100,20,-20,0,sss_syth2014
ugs-2212900043,5,-5,0,sss_yujingtao007
ugs-2212900011,1,-1,0,sss_550387170
ugs-2212899960,10,-10,0,sss_a02422
ugs-2212899904,5,-5,0,sss_yujingtao007
ugs-2212899903,20,-20,0,sss_rzz8888
ugs-2212899931,20,-20,0,sss_syth2014
ugs-2212899815,5,-5,0,sss_yujingtao007
ugs-2212899818,1,-1,0,sss_550387170
ugs-2212899836,10,-10,0,sss_a02422
ugs-2212899773,1,2.7,0,sss_wwm168
ugs-2212899775,20,-20,0,sss_rzz8888
ugs-2212899766,20,-20,0,sss_syth2014
ugs-2212899710,5,-5,0,sss_yujingtao007
ugs-2212899701,10,-10,0,sss_a02422
ugs-2212899645,1,-1,0,sss_yxl1118
ugs-2212899617,5,-5,0,sss_yujingtao007
ugs-2212899619,20,-20,0,sss_rzz8888
ugs-2212899637,20,-20,0,sss_syth2014
ugs-2212899595,10,-10,0,sss_a02422
ugs-2212899586,1,-1,0,sss_550387170
ugs-2212899543,1,-1,0,sss_yxl1118
ugs-2212899537,1,0.5,0,sss_wwm168
ugs-2212899518,5,-5,0,sss_yujingtao007
ugs-2212899482,20,-20,0,sss_rzz8888
ugs-2212899445,1,-1,0,sss_yxl1118
ugs-2212899452,20,-20,0,sss_syth2014
ugs-2212899414,5,-5,0,sss_yujingtao007
ugs-2212899399,1,-1,0,sss_550387170
ugs-2212899351,1,-1,0,sss_yxl1118
ugs-2212899335,20,-20,0,sss_rzz8888
ugs-2212899265,1,-1,0,sss_yxl1118
ugs-2212899279,20,-20,0,sss_syth2014
ugs-2212899284,10,51,0,sss_a02422
ugs-2212899170,1,-1,0,sss_yxl1118
ugs-2212899166,20,-20,0,sss_rzz8888
ugs-2212899153,1,-0.8,0,sss_550387170
ugs-2212899184,1,9.8,0,sss_wwm168
ugs-2212899145,10,-10,0,sss_a02422
ugs-2212899125,20,-20,0,sss_syth2014
ugs-2212899077,1,-1,0,sss_yxl1118
ugs-2212899059,1,-1,0,sss_wwm168
ugs-2212898952,1,-1,0,sss_yxl1118
ugs-2212898959,1,-1,0,sss_550387170
ugs-2212898936,1,-1,0,sss_wwm168
ugs-2212898896,10,-10,0,sss_a02422
ugs-2212898850,1,-1,0,sss_yxl1118
ugs-2212898865,20,-20,0,sss_syth2014
ugs-2212898766,1,-1,0,sss_yxl1118
ugs-2212898786,1,-1,0,sss_wwm168
ugs-2212898679,20,-20,0,sss_syth2014
ugs-2212898636,1,-1,0,sss_yxl1118
ugs-2212898663,1,-1,0,sss_550387170
ugs-2212898650,1,-1,0,sss_wwm168
ugs-2212898631,10,-6,0,sss_a02422
ugs-2212898623,1,36,0,sss_1041667203
ugs-2212898542,1,-1,0,sss_yxl1118
ugs-2212898535,20,-20,0,sss_syth2014
ugs-2212898446,1,-1,0,sss_yxl1118
ugs-2212898456,1,-1,0,sss_550387170
ugs-2212898486,1,-1,0,sss_wwm168
ugs-2212898478,10,-10,0,sss_a02422
ugs-2212898418,1,-1,0,sss_1041667203
ugs-2212898345,1,-1,0,sss_wwm168
ugs-2212898343,1,-1,0,sss_yxl1118
ugs-2212898323,10,-10,0,sss_a02422
ugs-2212898277,1,-1,0,sss_550387170
ugs-2212898264,1,-1,0,sss_yxl1118
ugs-2212898235,20,130,0,sss_syth2014
ugs-2212898231,1,-1,0,sss_wwm168
ugs-2212898188,1,-1,0,sss_yxl1118
ugs-2212898190,10,-10,0,sss_a02422
ugs-2212898174,1,-1,0,sss_1041667203
ugs-2212898103,1,-1,0,sss_yxl1118
ugs-2212898112,1,-1,0,sss_wwm168
ugs-2212898090,20,-20,0,sss_syth2014
ugs-2212898005,1,-1,0,sss_yxl1118
ugs-2212897984,10,-7,0,sss_a02422
ugs-2212897980,1,-0.4,0,sss_1041667203
ugs-2212897979,1,0.2,0,sss_550387170
ugs-2212897983,1,-1,0,sss_wwm168
ugs-2212897915,1,-1,0,sss_yxl1118
ugs-2212897892,20,-20,0,sss_syth2014
ugs-2212897839,1,-1,0,sss_yxl1118
ugs-2212897854,10,-10,0,sss_a02422
ugs-2212897795,1,-1,0,sss_550387170
ugs-2212897763,1,-1,0,sss_yxl1118
ugs-2212897776,20,-20,0,sss_syth2014
ugs-2212897781,1,-1,0,sss_1041667203
ugs-2212897708,1,-1,0,sss_wwm168
ugs-2212897692,10,-10,0,sss_a02422
ugs-2212897623,1,-1,0,sss_yxl1118
ugs-2212897617,20,-4,0,sss_liran766
ugs-2212897640,20,-20,0,sss_rzz8888
ugs-2212897613,1,-1,0,sss_550387170
ugs-2212897608,5,245,0,sss_yujingtao007
ugs-2212897589,1,-1,0,sss_1041667203
ugs-2212897584,1,-1,0,sss_wwm168
ugs-2212897562,10,-10,0,sss_a02422
ugs-2212897540,20,-20,0,sss_syth2014
ugs-2212897502,20,-20,0,sss_rzz8888
ugs-2212897440,1,2,0,sss_yxl1118
ugs-2212897448,20,-20,0,sss_liran766
ugs-2212897390,1,-1,0,sss_wwm168
ugs-2212897408,20,-20,0,sss_syth2014
ugs-2212897379,5,-5,0,sss_yujingtao007
ugs-2212897285,1,-1,0,sss_yxl1118
ugs-2212897297,20,-20,0,sss_rzz8888
ugs-2212897317,1,-0.1,0,sss_550387170
ugs-2212897255,1,-1,0,sss_wwm168
ugs-2212897189,5,5,0,sss_yujingtao007
ugs-2212897206,20,-20,0,sss_syth2014
ugs-2212897156,1,-1,0,sss_yxl1118
ugs-2212897149,20,-20,0,sss_rzz8888
ugs-2212897171,5,-5,0,sss_hyb901225
ugs-2212897180,10,21,0,sss_a02422
ugs-2212897116,1,-1,0,sss_wwm168
ugs-2212897094,1,-1,0,sss_550387170
ugs-2212897066,20,-20,0,sss_syth2014
ugs-2212897007,1,-1,0,sss_yxl1118
ugs-2212897018,10,-10,0,sss_a02422
ugs-2212896970,1,-1,0,sss_wwm168
ugs-2212896903,1,99,0,sss_zjm326088
ugs-2212896933,20,-20,0,sss_syth2014
ugs-2212896884,1,-1,0,sss_yxl1118
ugs-2212896861,10,-10,0,sss_a02422
ugs-2212896820,1,-1,0,sss_wwm168
ugs-2212896797,1,-0.1,0,sss_550387170
ugs-2212896803,20,-20,0,sss_syth2014
ugs-2212896733,1,-1,0,sss_yxl1118
ugs-2212896702,5,25,0,sss_yujingtao007
ugs-2212896706,1,-1,0,sss_wwm168
ugs-2212896716,10,-10,0,sss_a02422
ugs-2212896629,20,-20,0,sss_syth2014
ugs-2212896604,1,-1,0,sss_yxl1118
ugs-2212896611,1,-1,0,sss_550387170
ugs-2212896593,5,-5,0,sss_yujingtao007
ugs-2212896564,10,-10,0,sss_a02422
ugs-2212896571,1,-1,0,sss_wwm168
ugs-2212896477,1,11,0,sss_zjm326088
ugs-2212896483,1,-1,0,sss_yxl1118
ugs-2212896438,1,-1,0,sss_wwm168
ugs-2212896449,20,-20,0,sss_syth2014
ugs-2212896418,1,-1,0,sss_550387170
ugs-2212896382,1,-1,0,sss_zjm326088
ugs-2212896393,10,-10,0,sss_a02422
ugs-2212896336,1,-1,0,sss_yxl1118
ugs-2212896358,5,-5,0,sss_lfy1616
ugs-2212896306,1,-1,0,sss_zjm326088
ugs-2212896287,10,-10,0,sss_hyb901225
ugs-2212896302,1,-1,0,sss_wwm168
ugs-2212896262,20,-20,0,sss_syth2014
ugs-2212896204,1,-1,0,sss_yxl1118
ugs-2212896222,1,-1,0,sss_550387170
ugs-2212896178,10,-5,0,sss_a02422
ugs-2212896170,1,-1,0,sss_wwm168
ugs-2212896078,5,15,0,sss_yujingtao007
ugs-2212896066,1,-1,0,sss_yxl1118
ugs-2212896043,20,1228,0,sss_liran766
ugs-2212896051,10,-10,0,sss_syth2014
ugs-2212896058,10,-10,0,sss_hyb901225
ugs-2212896033,1,-1,0,sss_wwm168
ugs-2212896038,10,-10,0,sss_a02422
ugs-2212896062,5,-5,0,sss_lfy1616
ugs-2212895989,1,3,0,sss_zjm326088
ugs-2212895967,5,-5,0,sss_yujingtao007
ugs-2212895901,1,-1,0,sss_zjm326088
ugs-2212895926,10,-10,0,sss_syth2014
ugs-2212895895,1,-1,0,sss_wwm168
ugs-2212895923,1,-1,0,sss_yxl1118
ugs-2212895809,1,-1,0,sss_zjm326088
ugs-2212895792,20,-20,0,sss_liran766
ugs-2212895823,10,-10,0,sss_hyb901225
ugs-2212895825,5,-5,0,sss_lfy1616
ugs-2212895814,5,-5,0,sss_yujingtao007
ugs-2212895770,1,-1,0,sss_yxl1118
ugs-2212895776,10,-10,0,sss_syth2014
ugs-2212895755,1,-1,0,sss_wwm168
ugs-2212895757,10,2,0,sss_a02422
ugs-2212895693,1,-1,0,sss_zjm326088
ugs-2212895723,5,-5,0,sss_yujingtao007
ugs-2212895661,5,-5,0,sss_lfy1616
ugs-2212895678,20,4,0,sss_rzz8888
ugs-2212895628,1,-1,0,sss_zjm326088
ugs-2212895623,10,-10,0,sss_syth2014
ugs-2212895643,1,-1,0,sss_wwm168
ugs-2212895629,5,-5,0,sss_yujingtao007
ugs-2212895640,1,-1,0,sss_yxl1118
ugs-2212895545,1,-1,0,sss_zjm326088
ugs-2212895268,20,-8,0,sss_liran766
ugs-2212895401,5,-5,0,sss_yujingtao007
ugs-2212895203,1,-1,0,sss_yxl1118
ugs-2212895403,20,-20,0,sss_rzz8888
ugs-2212895480,1,-1,0,sss_550387170
ugs-2212895334,1,-1,0,sss_wwm168
ugs-2212895230,10,-8,0,sss_a02422
ugs-2212895176,5,-5,0,sss_lfy1616
ugs-2212895171,10,-10,0,sss_syth2014
ugs-2212895139,1,-1,0,sss_zjm326088
ugs-2212895134,10,-10,0,sss_hyb901225
ugs-2212895129,5,-5,0,sss_yujingtao007
ugs-2212895045,1,-1,0,sss_zjm326088
ugs-2212895076,10,-10,0,sss_a02422
ugs-2212895047,1,-1,0,sss_yxl1118
ugs-2212895031,1,-0.4,0,sss_550387170
ugs-2212894999,20,-20,0,sss_liran766
ugs-2212894966,1,-1,0,sss_zjm326088
ugs-2212894961,5,-5,0,sss_yujingtao007
ugs-2212894943,10,-10,0,sss_syth2014
ugs-2212894870,1,-1,0,sss_zjm326088
ugs-2212894841,5,-5,0,sss_yujingtao007
ugs-2212894831,1,0.2,0,sss_wwm168
ugs-2212894778,1,-1,0,sss_zjm326088
ugs-2212894646,5,-5,0,sss_yujingtao007
ugs-2212894417,10,-8,0,sss_hyb901225
ugs-2212894619,1,-0.8,0,sss_550387170
ugs-2212894456,10,-10,0,sss_a02422
ugs-2212894468,5,-5,0,sss_lfy1616
ugs-2212894452,10,-10,0,sss_syth2014
ugs-2212894409,20,-14,0,sss_liran766
ugs-2212894390,1,-1,0,sss_zjm326088
ugs-2212894401,1,-1,0,sss_wwm168
ugs-2212894388,5,-5,0,sss_yujingtao007
ugs-2212894327,10,-10,0,sss_a02422
ugs-2212894303,1,-1,0,sss_zjm326088
ugs-2212894289,10,-10,0,sss_syth2014
ugs-2212894285,1,-1,0,sss_wwm168
ugs-2212894288,1,19,0,sss_yxl1118
ugs-2212894217,1,-1,0,sss_zjm326088
ugs-2212894249,20,-20,0,sss_liran766
ugs-2212894235,5,-5,0,sss_lfy1616
ugs-2212894200,1,-1,0,sss_yxl1118
ugs-2212894184,10,-10,0,sss_hyb901225
ugs-2212894203,10,-10,0,sss_a02422
ugs-2212894158,1,-1,0,sss_wwm168
ugs-2212894159,10,-10,0,sss_syth2014
ugs-2212894127,1,-1,0,sss_zjm326088
ugs-2212894111,5,-5,0,sss_lfy1616
ugs-2212894079,1,-1,0,sss_yxl1118
ugs-2212894073,1,-1,0,sss_550387170
ugs-2212894086,10,-10,0,sss_a02422
ugs-2212894027,1,-1,0,sss_zjm326088
ugs-2212894050,1,-1,0,sss_wwm168
ugs-2212894010,10,-10,0,sss_hyb901225
ugs-2212893999,20,-16,0,sss_liran766
ugs-2212893966,10,-10,0,sss_syth2014
ugs-2212893943,1,-1,0,sss_zjm326088
ugs-2212893952,1,-1,0,sss_yxl1118
ugs-2212893838,10,-5,0,sss_a02422
ugs-2212893868,1,-1,0,sss_550387170
ugs-2212893847,1,-1,0,sss_wwm168
ugs-2212893820,1,-1,0,sss_zjm326088
ugs-2212893815,5,-5,0,sss_lfy1616
ugs-2212893744,1,-1,0,sss_zjm326088
ugs-2212893723,20,-16,0,sss_liran766
ugs-2212893711,20,-8,0,sss_syth2014
ugs-2212893724,1,-1,0,sss_wwm168
ugs-2212893678,5,-5,0,sss_lfy1616
ugs-2212893616,10,10,0,sss_a02422
ugs-2212893649,10,-10,0,sss_hyb901225
ugs-2212893633,1,-1,0,sss_550387170
ugs-2212893604,1,-1,0,sss_zjm326088
ugs-2212893598,1,-1,0,sss_wwm168
ugs-2212893597,1,3,0,sss_yxl1118
ugs-2212893557,5,-5,0,sss_yujingtao007
ugs-2212893310,5,-5,0,sss_yujingtao007
ugs-2212893091,20,-20,0,sss_rzz8888
ugs-2212893431,1,-1,0,sss_wwm168
ugs-2212893067,5,-5,0,sss_lfy1616
ugs-2212893028,1,-1,0,sss_yxl1118
ugs-2212893039,10,-10,0,sss_hyb901225
ugs-2212892933,10,8,0,sss_a02422
ugs-2212892916,5,-5,0,sss_yujingtao007
ugs-2212892917,20,540,0,sss_syth2014
ugs-2212892842,5,-5,0,sss_yujingtao007
ugs-2212892844,10,-6,0,sss_hyb901225
ugs-2212892829,5,-5,0,sss_yxl1118
ugs-2212892813,1,-1,0,sss_wwm168
ugs-2212892837,10,-10,0,sss_a02422
ugs-2212892828,5,-5,0,sss_lfy1616
ugs-2212892769,5,-5,0,sss_yujingtao007
ugs-2212892767,20,-12,0,sss_liran766
ugs-2212892770,20,-20,0,sss_syth2014
ugs-2212892803,1,-1,0,sss_550387170
ugs-2212892697,5,-5,0,sss_yxl1118
ugs-2212892687,10,-6,0,sss_a02422
