Login Name,MAIN BALANCE
sss_tang2017aaa,0
sss_haimencdl,0
sss_zmz0210,0
sss_hu888888,0
sss_aaa5678a,0
sss_csj820326,0
sss_cvuy347sa,0
sss_jr1001,0
sss_ask8888,0
sss_hhjuan90,0
sss_ming860920,0
sss_abc5515,0
sss_123hhmt,0
sss_luoxiaomei1976,0
sss_boluo2013,0
sss_sc1977,103.31
sss_mnbvc12,0
sss_jiawei32,0
sss_wayaya,0
sss_glb070820,0
sss_mamaaiheyi,0
sss_wanggang11,30.48
sss_hzs3333,9.86
sss_y282130519,0
sss_fswthk,0
sss_ashsj438,0
sss_foxbao,0
sss_hmj889,0
sss_yyj520zam,0
sss_zhong567,0
sss_nxj9989,0
sss_zy8888888,0
sss_13061627473,0
sss_cnmtyc,0
sss_fu1212,0
sss_myt1119,0
sss_s44444,0
sss_2020024190,0
sss_jin117,0
sss_qing2d,0
sss_ab36888,0
sss_hitdwb,0
sss_lzw1020,0
sss_hgg123,0
sss_easonduu,0
sss_a7650096,0
sss_kkkkdhg,0
sss_xj86688668,0
sss_bjyzcww1,0
sss_lecong17,0
sss_luochuanjun,0.9
sss_ddddddss,17
sss_zy0420,0
sss_qinyi33,0
sss_zaxidelei,0.8
sss_gvksjv09,0
sss_r4fwffe,0
sss_y290045957,0
sss_yangfu23,0
sss_abc115599,0
sss_flb888,0
sss_xm371548343,0
sss_hxg120700,0
sss_501334268,0.4
sss_weiwei01,0
sss_czl950909,0
sss_jinshan0308,0.72
sss_opxskcn20,0
sss_binbin1982,0
sss_panpan888,0
sss_chengzifu,0
sss_wc197339,0
sss_zhangyong08,0
sss_mkm1235,0
sss_sst8888,0
sss_livip93,0
sss_chenxiaorong,0
sss_luobing,0
sss_wnyyxt,40.88
sss_wuyuhang28,2
sss_yangbin1974,0
sss_315053260,0
sss_cs7888,0
sss_yoyo67822,0
sss_dong0289,0
sss_chenqi881228,0
sss_tasdniwa,0
sss_yxiong123,0
sss_hbnopu,0
sss_bbq54321,0
sss_chenguozhong,0.33
sss_wsnbbyq,0.01
sss_lgb521,0
sss_tziodo231,0
sss_showdyson,0
sss_15107785640,0
sss_weiweigh,0
sss_ye304421614,0
sss_hm8899,0
sss_ricky0067,196
sss_nikenike,0
sss_occosa,0
sss_zhuzhaoyang521,10.77
sss_mlp420758,0.2
sss_dd333333,0
sss_qw828qw,0
sss_yuanzheli,0
sss_ldy521,0.2
sss_chun84gu,0
sss_wxh6685,0
sss_djlkerjgd,0
sss_pingguo1993,0
sss_qq9509,0
sss_x6y8ang,0
sss_ran1212,0
sss_jdl3129,0
sss_wq1987518,0
sss_wg555558,345.74
sss_bls1688,0
sss_xyb527717777,0
sss_hs6d2f3s,0
sss_hjc123,0
sss_w818138,0.94
sss_qkl5188,0
sss_kelee888,0
sss_sunxinyao,0
sss_yyj234,0
sss_juyhnd,0
sss_18625922222,0
sss_nishisha111,0.52
sss_guohonglu,0
sss_sunlblb,3081
sss_di562150,0
sss_960493935,0.8
sss_ling926,11.3
sss_zr5555,0
sss_a18692395738,0
sss_wd65999,0
sss_zhangma520,0
sss_wlf868,0
sss_tycyz520,0
sss_258625272,0
sss_fwyun123,0
sss_lillows,0
sss_mm7758521,0
sss_w513715,0
sss_fei8510030,0
sss_yong678,0
sss_bt7789,0
sss_nbvn55,0
sss_aa6298,0
sss_pfen516,0
sss_jyufvd,0
sss_dfy888,0
sss_qq1516801756,0
sss_lfx1990,0
sss_aaalklk,0
sss_mxpjjy,0
sss_by5588,0.94
sss_laxuners,0
sss_4784djhs,0
sss_dskjfiei,0
sss_fzj22222,0
sss_mdfjnfjd,0.36
sss_tianyahj,0
sss_chihuoge,0
sss_fgjoan,0
sss_hiphopman,0
sss_luckysnow,0.39
sss_xwx88877,0
sss_kpjgz001,0
sss_csfengxiqing,0
sss_jjug88uy,0
sss_heng1231,0
sss_face169,0
sss_qz10188,0
sss_dfhh1987,0
sss_tingting111,0
sss_fds34gh6,0
sss_ahsjd546v,0
sss_jacklifeng,0
sss_yuu77663,0
sss_gchgch,0
sss_viiowa88,0
sss_lile727,0.18
sss_888888889,0.21
sss_leichun2,0
sss_kingwu88888,0
sss_tzh5288,0
sss_xxvcds,0
sss_anden007,0
sss_xihuan181,0.01
sss_qq570968201,0
sss_jingwang,0
sss_caoshijia,0
sss_bgh712,0
sss_fujing,0
sss_sun978,0
sss_vcxuxoy,0
sss_chashuwan,0
sss_ms0621,0
sss_zxcvjh,0
sss_q18183666,0.48
sss_hn88888,0
sss_fjunshan,0
sss_xuerongjuan,0
sss_qwe1978,0
sss_yux9999,0
sss_bcnsmw,0
sss_ashduwsa,0
sss_hongyd,0
sss_sqxiaowei666,0
sss_1304886808,0.33
sss_jn1015365,0
sss_tsyxh1314,0
sss_fand770,0
sss_aaa95495,0
sss_zhanglan88,0
sss_litying,10
sss_sdongbin,0
sss_liuleippp,0
sss_sswei561,0
sss_hc191919,0
sss_yhfgftgf,0
sss_zhaotingt,0
sss_123wuche,0
sss_jsziling,0
sss_zyj222876,0
sss_dfrtgfhty,0
sss_18330700123,0
sss_ljx198875,0
sss_kisskuan5354,0
sss_dzcp163,0
sss_yining110,0
sss_wo775588,0.76
sss_pengjing123,0
sss_simonkillel,0
sss_diudiuxue,0
sss_ds6cx32,0
sss_zhangmeng123,0
sss_king998998,0
sss_wang0816,0
sss_xjbzuqiy,0
sss_jndb7c,0
sss_437868830,0
sss_13807857469,0.22
sss_thx123567,0
sss_yingzi8888,0
sss_wy3322,0
sss_zsx421,0
sss_hojjxxa,0
sss_eng7878,0
sss_wangxu898,0
sss_ln1230,0
sss_wumuwu,0
sss_hzz1134,0
sss_jingyiqu,0
sss_lanlan5,28
sss_zhuzi111,0
sss_juan0328,0
sss_zhaocong,0
sss_cbzcgg750215,0
sss_jw8888,0
sss_fslyc01,0
sss_ccnncc,0
sss_aall1314,0
sss_kele1309,0
sss_liu24353,0
sss_fds35465,0
sss_zhangz913,0.05
sss_zhao3008,0
sss_sunrenhua80,0
sss_yongdi888,0
sss_dusong451,0
sss_hejiaqi,0
sss_yuan2987,0
sss_pacomai,8.81
sss_bx19950302,0
sss_sbjl518,0
sss_1372688,0
sss_ddseyf3,0
sss_987905415,0
sss_a865435246,0
sss_liyong123,0
sss_asdf9999,0
sss_lkq507829216,0
sss_shipin,0
sss_eleven1219,0
sss_xiaoqiang15,0
sss_dfb814,0
sss_lijun521,0
sss_pds2017,0
sss_zw150818,0.94
sss_v82228v,0
sss_whx0421,0
sss_33lan99,0
sss_ccb689nu7,0
sss_lw42101,0
sss_ccff5858,0
sss_king8622,0
sss_hlvren,0
sss_chenyayun,0
sss_lj382211,0
sss_dvbdqwd32,0
sss_yuyue68,0
sss_lsm791006,0
sss_zuiai007,0
sss_yufan911,0
sss_tyc199402,0
sss_he2q81199,0
sss_jyt84dd,0
sss_aaa994,0
sss_ssgghj,0
sss_shadowxue,0
sss_lmj5201314,0
sss_sqwq7188,0
sss_ajiejie,0
sss_ln2754,0
sss_a624315934,0.01
sss_ypw88588,0
sss_hujun1987725,0
sss_ssby66,0.01
sss_ganfhshj,0
sss_ergg123,0
sss_hj349sjr,0
sss_qeio7526,0
sss_newegg,0.05
sss_zxzx4746,0
sss_764867999,0
sss_05757877,57.09
sss_lin66778899,0
sss_minna3,0
sss_dandan1,0
sss_db646199,0
sss_55647j,0
sss_deng000,0
sss_lizhihong,0.14
sss_fengdong2015,0.5
sss_gswdf3s3f0,0
sss_chem22845463,0
sss_ycsk3m,0
sss_17054192222,0
sss_sxty8759,3000
sss_ying123qian,0
sss_guiyouxia,0
sss_m56671,0
sss_samsam768,0
sss_abc9943,7.1
sss_heda268ge,0
sss_lsa005,0
sss_534978829,0
sss_luojw888,0
sss_15161516,28
sss_yang6000,0
sss_enpmdp,0
sss_fefe35350,0
sss_tnjmnpoe,0
sss_ck9688,0
sss_liufuxiang,0
sss_djz1971,0.39
sss_nb0925555,0
sss_jzhq188,0.1
sss_201788,0
sss_hongtizi,0
sss_laopoxiaozhi,0
sss_wjh891015,0
sss_z13807184960,0
sss_mxg12319,0
sss_youngforyou1012,0.07
sss_df348989,0
sss_a198600,0
sss_wjf27158,0
sss_liweiwei1234,0.6
sss_fgfhtrvb,0
sss_flydragon,0
sss_520000,0.6
sss_zh5862301,0
sss_ynwangzp,0
sss_vip110,0
sss_l123321m,21
sss_lkowhf,0
sss_a463716417,0
sss_hl20140503,0
sss_xierui09902,0
sss_zhting777,0
sss_zhw1680,0
sss_puke777,0
sss_xubingjiang1,0
sss_winni910,0
sss_zjh858,0
sss_wsxxgg33,0
sss_jiatian521,0.05
sss_wang518,0
sss_icewang,0
sss_yuezhao38,0
sss_dgwjf1968,3
sss_niejian,0
sss_zc111205,0
sss_059788,0
sss_jwd678,0
sss_wj1702,0
sss_lidonghua,0
sss_zj1888,0
sss_vvyy32p,0
sss_mmm123321,0.1
sss_yongfu,0
sss_ljclb8,0
sss_wangxiulian8,0
sss_ckkkkk,0
sss_l15500500,0
sss_1139805788,2.6
sss_wang1589,0
sss_boisbo28,0
sss_pkj200,0
sss_qwe534197,0
sss_dong84484,0
sss_lhm0809,0
sss_tby1982,0
sss_liang5121,0
sss_qq9264,0
sss_lw820720,0
sss_yangsan123,0
sss_zhouxintao,327
sss_892852549,0
sss_guoqushi,15
sss_ty1842423,0
sss_qwe7485,0
sss_anqi666,0
sss_xyt170901,0
sss_dong512,0
sss_liujinbao,0
sss_szhuangmao,0
sss_ascvn7,0
sss_gzfeng520,0
sss_yq69610,0
sss_lcwazh1314,0.5
sss_18981593333,0
sss_ay532611,0
sss_wanhpi234,0
sss_yan1988,0
sss_hjm6666,242.09
sss_lhb123,0
sss_ibmt43,0
sss_wjq1959,0
sss_zhl999,0
sss_wuguifan,0
sss_wwwyyh521,0
sss_366585078,0
sss_w891130,0
sss_13486004996,0
sss_yuchao1818,0
sss_woaini334,0
sss_yesmajun,10.25
sss_yaowei888,0
sss_lcm1234888,0
sss_xiaoxu8935,0
sss_wls2720,0
sss_shoujiayao,0
sss_shijiebei,0
sss_yongxin529,0
sss_liuduan666,0
sss_wawh1314,0.49
sss_mm58222,0
sss_hu0701129,0
sss_liuaozhong1,0
sss_gf3333,0
sss_huage234,0.8
sss_skyboy,0
sss_va797y,0
sss_whjc3226,0
sss_pig555,0.76
sss_751122,0.05
sss_haiyun512,0
sss_longwalker,0
sss_gaojiwen28040,0
sss_chengchi,100
sss_scl910718,0
sss_aa8004,30
sss_csy521,0.01
sss_kidjodan,834
sss_xiaotang7788,0
sss_zhengl1,12.2
sss_21214juyb,0
sss_kianyeah,0
sss_mmltw888,0.35
sss_cs396360,0
sss_feifei1983,0
sss_woensi8512,0
sss_ww5201314,0
sss_wyf5898,0
sss_kangqiang198,0
sss_41341841,0
sss_tyc520046603,0
sss_wrphuu,0
sss_a8151999,0.56
sss_q8626555,0
sss_czr3579,236
sss_fff898989,0
sss_ly7794130,0
sss_yisiquan,0
sss_123_123,0
sss_wcwlb123,0
sss_yangyingaue,0
sss_1583749238,0
sss_yebd7bds,0
sss_zx88801,0
sss_liter888,0
sss_88rvwrel,0
sss_lijiapeia,0
sss_erbao214,0
sss_guodez260,0
sss_jszjggly99,0
sss_archeryi,0
sss_fanghui88,0
sss_zjchjk,0
sss_biyuming8,0
sss_txjspan,0
sss_chenjiexia,0.23
sss_hdbgtxr,0
sss_pingtian330,112
sss_qqote1,0
sss_wsx3333,11
sss_andage22200,0
sss_uu8302,0
sss_dingfan,0
sss_zhuqing9963,0
sss_chu230777,0
sss_cctv0009,0.16
sss_qq4488,0
sss_sukemin,0
sss_50xc7in,0
sss_huangli99,0.3
sss_zbq999,0
sss_h55667788,0
sss_a6400113,0
sss_ygg111222,0
sss_120248397,0
sss_xx567520,0
sss_sunli520520,0
sss_luokang,0
sss_18181989802,0
sss_wwwnnn,0
sss_a1090337210,0
sss_ran11223,0
sss_308888560,0
sss_zhujianli,0
sss_zlq588,20
sss_zwj0416,0
sss_aabb194702,0
sss_lanhe596,0
sss_zeroer11,0
sss_twitter,0
sss_2328188,0.01
sss_zjf1969,0
sss_yanxue,0
sss_longer888,0
sss_vmndrwef43,0
sss_jkhsakj62,0
sss_woziaxy26,0
sss_linyuu6,0
sss_ld1118,0
sss_feng635,0
sss_yyyjs123,28
sss_leonlisa2007,0
sss_ds6565,0
sss_xb0173,0.2
sss_dw1986,0.75
sss_gh0110,6
sss_15890270666,0
sss_pf6011,0
sss_jianfff,0
sss_sunqi03240826,0
sss_syz753180,0
sss_jaytsm,0
sss_erhuonv,0
sss_yvehh167,0
sss_yzbgxx88888,0
sss_baby1234,0
sss_yu2852838,0
sss_thh0323,0
sss_mingshao3750,0
sss_rui785,0
sss_cp579318,0
sss_yanchuantao,0
sss_qwa12345,0
sss_13265149907,0
sss_ziomcew39,0
sss_jx1991,0.1
sss_vu9ji49,0
sss_wclbb888,0
sss_zxb88888,0
sss_zfefje,0
sss_lishuangniu,0
sss_dujiawanglei,0
sss_jackaoliao,0
sss_wymz123,0
sss_yy1747928345,0
sss_a89898966,0
sss_gssd11dfs,0.94
sss_kidrock1984,0.52
sss_168ww168,0
sss_md8688,0
sss_jie7777,0
sss_ll666888,0
sss_xixi1115,0
sss_sunmei7788,0.24
sss_wj12008,0
sss_schdpcs,0
sss_yibo123,10
sss_pmy456,0
sss_730088,0.38
sss_15703507373,0
sss_553182477,0
sss_logdnis,0
sss_soro111,0
sss_daxian1,0
sss_abc6010,0
sss_liuhui0204,0
sss_yy188225,0.91
sss_li123000,0
sss_lele6688,0
sss_udyhhjf,0
sss_a70623948,0
sss_baohe119,0
sss_mxy456,0
sss_pz8956,0
sss_nrdt1323,0
sss_www77788,0
sss_fumintao,0
sss_looker,0
sss_liu648226463,0
sss_0306sa,0
sss_lr701117,0
sss_hder5sd,0
sss_wcwituy1110,0
sss_zgx12345,0
sss_tangyi520,0
sss_sbb411,0
sss_sun2999,0
sss_zhanghva8,0
sss_bestjansony1,0
sss_qc4321,0
sss_hqf666,0
sss_lxj8899,110.5
sss_bqbq55,0.37
sss_hewenjie,0
sss_chenjk357,0
sss_scy1102,0
sss_zzyzp9488,0.34
sss_18056510222,0
sss_tyuiop101,0
sss_sq880921,0
sss_qqyy1133,0.99
sss_yw98fd2,0
sss_ycl77521,0.1
sss_wq36367,0
sss_qpmxtrid,0
sss_tianlei1,0
sss_mbzooduy,0
sss_luozl198833,0.23
sss_mm403333,0
sss_swl811250,0
sss_nfgwqdfaf,0
sss_huangzo88,0
sss_18181851888,0
sss_w3w3w33w3,0
sss_yangran,0
sss_xuan7150,0
sss_yizhihema,0
sss_shakjdg85,0
sss_shoujin007,2.9
sss_zzl988,0
sss_ca134780,0
sss_18181842007h,0
sss_hjkhj877,0
sss_zwlj0532,1
sss_jbcdjhhw,0
sss_cbnn6086,0
sss_zxf181818,0
sss_fb164376,10
sss_kjsfsjk1,0
sss_yuwjyue,0
sss_xujh1994,0
sss_liuke1990,0
sss_dafei898,0
sss_longyi5555,0
sss_mi123457,0
sss_qiango,0
sss_hehe168,0
sss_tengshi,0
sss_zxl775188,0
sss_zhang5218,0
sss_pr8510,0
sss_xcfc173,0.16
sss_ashd00927t,0
sss_yuxv0084,0
sss_sss147,0
sss_qixiuzhi789,0
sss_syylove1994,0.5
sss_2690106461,0
sss_sz332233,0
sss_ze10079,0
sss_zhu77583,0
sss_yang1993252,0
sss_ayf200261,200
sss_peng0302,0
sss_jackgu8888,0
sss_mymy611,0.02
sss_wang801,0
sss_qs5201314,0
sss_lsyaich46,0
sss_jywxx1979,0
sss_vershnn,0
sss_664631,0
sss_wangrq228,0
sss_521721,0
sss_ad8682317,0
sss_iad8xua3lin,0
sss_lelexin,0
sss_aini1666,0
sss_18724466959,0
sss_yl8170,0
sss_zqh5k794,0
sss_abc6064,0
sss_twd0923,0
sss_h12345678,0
sss_yrjiq1,0
sss_ffangge110,0
sss_baobeiba,0
sss_htc1980,0.28
sss_fengyhgte139,0
sss_abel999,12
sss_changliang,0.06
sss_15859168888,0
sss_1394557yy,18.01
sss_yxicga265,0
sss_wphworldcup,0
sss_chendian,6
sss_guozhihui123,0
sss_ghu969,0
sss_helei888,0
sss_113181dwy,0.2
sss_q306854215,29.28
sss_223388wk,0
sss_wd2282,0
sss_hi7932,0
sss_xoxoxoi9,0
sss_cmy520,0
sss_888songlin,0.3
sss_ghtuknjuk,0
sss_pbp885858,1.05
sss_hzs668668,0
sss_china110110,0
sss_zy101861,0
sss_wangfang001,0.01
sss_249612905,0
sss_kaiye168,0
sss_zhangx68,0
sss_txlcsh8866,0
sss_deng9749,0
sss_tian678,0
sss_soon444,0
sss_hao998877,0.2
sss_syp1989,0
sss_xuqiao1990,0
sss_xu88776,0
sss_saisai119,0
sss_147258aa,0
sss_a1096921844,0.6
sss_tuboshu,0
sss_haidage,0
sss_ji2546107,0
sss_laobao0903,0
sss_mym999,0
sss_slx988988,0
sss_abc3667,0
sss_gwb88888,0
sss_yaya121121,0
sss_jh1996,13.6
sss_piq6873,0
sss_chen3083,0
sss_xyz020,0
sss_5895549,0.02
sss_tml5517,0
sss_5186yiyi,0.28
sss_caroline,0
sss_fifa2015,0.21
sss_taozi123,0
sss_jiaqiang0906,0
sss_shenji138,0.05
sss_byl444,0
sss_11945bzs,0
sss_yuzhenxing,2.9
sss_aaa12356,0
sss_erick88,0
sss_kxw56517,42.01
sss_zoukang5688,0
sss_e838nwen,0
sss_liwei5588,0
sss_qwe8385,0
sss_leiyu123,0
sss_h21ny841,0
sss_wcr19750920,0
sss_525009,0
sss_lyy681620,0
sss_zldabc893,0
sss_bzbs345678,0
sss_dasheng2222,0.25
sss_349200490,20
sss_kyovsyxc,0
sss_666555zh,0
sss_xyz1699,0
sss_tzz1212,0
sss_jj0925,0
sss_rftutytiy,0
sss_ouaiwa88,0
sss_corey001,0.33
sss_q4088611,0
sss_mutianen,0
sss_lv1102,800.01
sss_ghhgjg8,0
sss_kuiace87,0
sss_zhouxiangp8,0
sss_1205634420,0
sss_yeye1984,0
sss_zc9000,0
sss_kl8yang,0
sss_ttrr168,0
sss_zwq0601,0
sss_lxxydd,0
sss_xiaolai588,0
sss_cs84270191cs,0
sss_sexiaai,0
sss_gxrkkkkk,0
sss_sy8977,0
sss_xinbao517,0
sss_lqq8866,0
sss_ywejuydse,0
sss_xiaowantong,0
sss_dd5667,0
sss_a827778155,0
sss_sun811206,0
sss_yxl520440,0.09
sss_168zhuyin,0
sss_qwezhao,0
sss_3335249,0
sss_qbw988,0
sss_sjv31846hv,0
sss_qq806434541,0
sss_liucaimei568,0
sss_qiutian00,0
sss_hedana3,0
sss_739153,0
sss_djdjya,0
sss_wy0020,0
sss_ml991188,7.1
sss_efhh678,0
sss_gzyi8998,0
sss_xf0616,295.94
sss_yibao001,0
sss_fbbdd88,0
sss_meng820829,0
sss_hao81wt,0
sss_www7758,0
sss_zhang140,0
sss_qaz224466,0
sss_520meimei,0
sss_angel326,0
sss_nnbiaoii,0
sss_6353aaa,0
sss_daweiwei,0
sss_ugycbxu,0
sss_johnny219,0
sss_zzazza,0
sss_dzq777,0
sss_tsy89k4,0
sss_hx199082,0
sss_ysl091275,0
sss_gy5173,30.76
sss_y101010,0
sss_mcy1119,0
sss_zw0123,0
sss_hs8866,0
sss_z19660314,0.6
sss_ltt1985,0.78
sss_fml2145,0
sss_coco0822,0
sss_wmh0593,0
sss_laowudabaoji,0.17
sss_ytt1122mm1,13.2
sss_er59fd,0
sss_h20130608,1
sss_hongts888,0
sss_gyy765gd,0
sss_ycgg51,0
sss_940721,0
sss_winjin,0
sss_nuifenabh,0
sss_qwe112403,0
sss_abc12356,0
sss_xhj8800,0
sss_fanlihuaop,0
sss_wqjs8888,0
sss_xsc668,0
sss_fa8818,0
sss_wirnf8,0
sss_shu234,0
sss_yjs888,0
sss_zheshishei,0
sss_gyj520816,0
sss_aa2016,0
sss_mzh5168,0
sss_qqqqlgm,292
sss_zyh0223,0
sss_1312624297,0
sss_cj7777,0
sss_shao2li,0
sss_a3723834,0
sss_moisaxlk,0
sss_huangjingyi,0
sss_yao1987,0
sss_amtf22257,0
sss_mustwin,0
sss_okok00004,0
sss_qzzzhejiang,0.7
sss_zmukop,0
sss_tsl178109,0
sss_l396604571,0
sss_geneael24,0
sss_zcmnihaozcm,0
sss_nhb15462j,0
sss_he19871126,0
sss_jick0125,0
sss_zjy8800,0
sss_ping369,0.26
sss_wh1010,0
sss_awftmn,0
sss_lg3224590,0
sss_iowq8935h,0
sss_goodqian1,0
sss_woshiguojian,0
sss_luohaiqi,0.32
sss_caklkjgw,0
sss_hhh999,0
sss_haisan,0
sss_dsgfg789,0
sss_yuanyunju520,0.97
sss_caixiang35,0
sss_nininini,0
sss_sl6677887,0
sss_bbb5888,0
sss_ailinan,13.8
sss_13710712126,0
sss_zhqbx168,0
sss_jxf1986,0.07
sss_qe43kos,0
sss_nja2008,0
sss_lzp19970818,0
sss_loi234e,0
sss_yuqing123456,0
sss_hao558,0
sss_13621672116,0
sss_xiaosi528,0
sss_kxjh18,0
sss_nuhuh677,0
sss_shaoye1019,0
sss_a19880323,0
sss_zb1370705,70.75
sss_bbxx1122,0
sss_qw186188,0
sss_lzl8388,1240
sss_li561255,0
sss_zymao66,0
sss_bfwangyong88,0
sss_yujian1213,0
sss_gukaiyi8888,0
sss_gzg730109,112
sss_pengcheng123,0
sss_sun981,0
sss_qwertyuioop,0
sss_cai9999,0.56
sss_tianzodiu,0
sss_q385381486,0
sss_hsaiwi3w,0
sss_szj518518518,0
sss_andy82601845,0
sss_oiu72561,0
sss_098098xx,0
sss_bdsh164,0
sss_sbmt123,0
sss_a521621,0
sss_manyue18,10
sss_aa200479,0
sss_fengmin416,0
sss_cp778899,0
sss_dingshaoxi,0.65
sss_wsr0601,0
sss_wjy198078,10
sss_zhaoyanyan,0
sss_wbsl47,0
sss_niu1111,0
sss_freespace,0
sss_zcy8156,0
sss_a13048698023,0
sss_twww668,0
sss_wl69116,0
sss_zhaoli29,3978
sss_aa4800,0.91
sss_jj66688,0
sss_tanpingyou,0.09
sss_abc8088,0
sss_271320552,0
sss_ty112233,0
sss_358597777,0
sss_abc3547,0
sss_yy781688,0.01
sss_yao199048,0
sss_liuweiwei,0
sss_6io2kh12,0
sss_zhengfuqiang,0
sss_zgz2016,0
sss_988625,0
sss_candylly,0
sss_jfhetyrsg,0
sss_chenhong11,0
sss_aa6827,0
sss_gincei,0
sss_caixiaoyu,0
sss_shenzixiang,0
sss_zl44778,0
sss_fxbwy666,0
sss_xiaqiong,0
sss_wsxh999,0.25
sss_yufei520,0
sss_dr668800,0
sss_huu53h,0
sss_lvliang7219,0
sss_a100293924,0
sss_romaxh520,0
sss_6666zw,0.2
sss_jx7888,0
sss_jianeite888,18
sss_hrz116,0
sss_xiahan888,0
sss_houpeng521,0
sss_wozx5jh,0
sss_weiwei1733,0
sss_c88nasjdh,0
sss_lujunbo111,16.8
sss_ycz4632,0
sss_xiao330807,0
sss_512762641,0
sss_zyp121314,0
sss_hukop554,0
sss_yichengli,0
sss_ruixuenian,0
sss_a999999,0.3
sss_oochokoo,0
sss_928349533,0
sss_my1992,0
sss_twins2015,0
sss_xx8471,0
sss_zczcfxs,0
sss_sunkun123,0
sss_cncccl,0
sss_sun03326,0
sss_hj278899,0
sss_dbq520,20
sss_ping985,0
sss_yun87652,0
sss_mix1990,0
sss_lghlghgg,0
sss_mm669988,0
sss_wu88biao,0
sss_yulianzhang,0.42
sss_zcp762030468,0
sss_kp12345,3.79
sss_chunghsjw,0
sss_lcm51290,0
sss_jianguo98,0
sss_wangyuchao,0
sss_su19880722,0
sss_zhihui789,0
sss_wtl023682,0
sss_sg0210,0
sss_lr9977,0
sss_liujianjie8899,0
sss_qiqi0318,0
sss_ruguo2d9,0
sss_rf400238,0
sss_lpomgxx,0
sss_424602759,0.2
sss_tbyqf043700,1006
sss_shw2665767,0
sss_xujun790602,0
sss_liangcai,0
sss_hjuhu9udd,0
sss_wxhy520520,10.28
sss_pp9922,0
sss_wgm888,12
sss_gh65ki2463,0
sss_romantic1,0
sss_sky145785866,0
sss_mm123456,0.39
sss_bsl12345,0
sss_wjm777,0.41
sss_ma171819,0.01
sss_moli0moli,0
sss_wsm19681218,0
sss_fdby666,0.5
sss_bqty120,0.03
sss_lsls7788,0
sss_msj7777,0
sss_cxh33333,0
sss_ahguoqing,0
sss_621551,0
sss_xi12345665,0
sss_zhou1381,0.38
sss_b13311,0
sss_edwinzh,0
sss_zoululu11,0.64
sss_yy16888jj,0
sss_mkhuug,0
sss_yangjian666,0
sss_aiyou668,0
sss_anianc21,0
sss_cq949681,0
sss_a93025923,0
sss_hanliwan22,0
sss_zxc4321,0
sss_lsq5858,0
sss_hbweiming,0
sss_lllm312,0
sss_g665555,0
sss_zhiwen1011,0
sss_zy2007117,0
sss_haomen0728,0
sss_mwijda,0
sss_dayingzi,0
sss_power520,0
sss_guohaoran,0
sss_yang199191,0
sss_qq3076287827,0
sss_88888555,29.44
sss_mkai35,0
sss_qwe0789,0
sss_diao777778,89
sss_hwep88,0
sss_huangyu16888,0
sss_qj0227,0
sss_zplym18,2
sss_gl1767,0
sss_shiyafei,0
sss_18176532147,0
sss_wei17817,0
sss_zzw1018,0.5
sss_a986115,0
sss_baoping1216,0
sss_xl890610,3.72
sss_xh92xh,0
sss_add227102,0.72
sss_fengzhi521,84.01
sss_fdhh45,0
sss_fengshier,0
sss_yc93up,0
sss_321qiang,0
sss_weizi118,0
sss_lsw1996,0
sss_mmm3770,0.32
sss_tangzhibing,0
sss_qxy7765541,0.1
sss_drx0101,0.3
sss_vvbb789v,0.35
sss_tr731231,0
sss_wjg7755,0.2
sss_jsefrssd1f,0
sss_13663616001,0
sss_rlgg007,0
sss_vdhswikw,0
sss_huang31533,0
sss_stc77777,0
sss_xuli2200,0
sss_gmjfutgrt,0
sss_wapefecdd,0
sss_yjcz520,0
sss_sdsfsf89,0
sss_loanqkvaa,0
sss_yl0528,0
sss_hhb67890,0
sss_xiao314,0
sss_ll6688,0
sss_zxx3253169,0
sss_kdfae67,0
sss_hwbw111,0
sss_admin9955,0
sss_hjk1211,50.7
sss_sss321,0.56
sss_627975347,0
sss_davidsong,0
sss_aazhuo,0
sss_yy7047,0
sss_xue135888,0
sss_hfl2inzi,0
sss_641532489,0
sss_axn888,15.15
sss_buqi888,0
sss_likai0318,0
sss_chenjinhua,0
sss_zhaoshufeng1,0.66
sss_hag849,0
sss_kkggyybb,0
sss_bxhfly1314,0
sss_fanjuan1968,0
sss_13430171860,0
sss_jaihj9273,0
sss_gyz1223,0
sss_oscar11,0
sss_bnei628bf,0
sss_chenxi7799,0
sss_jdthmqer,0
sss_517627580,0
sss_lzc3519019,0
sss_bq8217,1.8
sss_llrrhh88888,1590
sss_gcl800711,49
sss_wenrui188,0
sss_gy2017,0
sss_cy494872930,0
sss_j205623,0.01
sss_hujianxin,0.75
sss_fenghsen467,0
sss_ugrytfgro,0
sss_thomasng,0
sss_kaijimu,0
sss_ztz9tj,0
sss_cawfcf,0
sss_zgj888,0.89
sss_cheng831,0
sss_x3838jxsfcs,0
sss_667yuan89,0
sss_wingwing,0
sss_hooyode,0
sss_huangfen,0
sss_qwe666666,0
sss_daying888,0
sss_lian929,0
sss_ffr916,0
sss_lhbkljkl32,0
sss_13751546663,0
sss_xiaoenqi2,0
sss_theend518,0
sss_kokok797,0.1
sss_gaotianhua,0
sss_hlm1388,0
sss_oubin002,0
sss_wenbin121c,0
sss_kkn766,0
sss_a19870720,0
sss_lcb888,77.28
sss_wsl1956310,0.08
sss_zhouhao88,0
sss_beanjun825,0
sss_a753868638,0
sss_zbc13579,0
sss_28k1113,0
sss_sqwbc681211,0
sss_xe8888,0
